locus_tag,ftype,length_bp,gene,EC_number,COG,product,strain,functional_category
LFNLGLJK_00142,CDS,102,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00143,CDS,210,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00144,CDS,759,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00145,CDS,117,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00146,CDS,729,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00147,CDS,213,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00148,CDS,180,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00149,CDS,1035,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00150,CDS,1137,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00151,CDS,264,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00152,CDS,207,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00153,CDS,1593,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00154,CDS,1431,nadK,2.7.1.23,,NAD kinase,VFXK01000009,Regulation
LFNLGLJK_00155,CDS,273,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00156,CDS,153,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00157,CDS,2904,ycf3,,,Photosystem I assembly protein Ycf3,VFXK01000009,Other
LFNLGLJK_00158,CDS,1725,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00159,CDS,612,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00160,CDS,294,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00161,CDS,633,ndhK,7.1.1.-,,"NAD(P)H-quinone oxidoreductase subunit K, chloroplastic",VFXK01000009,Redox / energy
LFNLGLJK_00162,CDS,117,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00163,CDS,267,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00164,CDS,411,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00165,CDS,174,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00166,CDS,1839,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00167,CDS,222,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00168,CDS,126,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00169,CDS,162,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00170,CDS,3603,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00171,CDS,753,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00172,CDS,372,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00173,CDS,189,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00174,CDS,156,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00175,CDS,114,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00176,CDS,156,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00177,CDS,1212,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00178,CDS,228,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00179,CDS,180,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00180,CDS,225,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00181,CDS,300,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00182,CDS,255,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00183,CDS,432,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00184,CDS,411,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00185,CDS,249,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00186,CDS,1845,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00187,CDS,189,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00188,CDS,216,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00189,CDS,150,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00190,CDS,810,cysG,4.99.1.4,,Siroheme synthase,VFXK01000009,Metabolism
LFNLGLJK_00191,CDS,153,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00192,CDS,1311,proA,1.2.1.41,COG0014,Gamma-glutamyl phosphate reductase,VFXK01000009,Other
LFNLGLJK_00193,CDS,267,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00194,CDS,258,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00195,CDS,3942,kdpB,7.2.2.6,,Potassium-transporting ATPase ATP-binding subunit,VFXK01000009,Other
LFNLGLJK_00196,CDS,1590,mtnA,5.3.1.23,,Putative methylthioribose-1-phosphate isomerase,VFXK01000009,Other
LFNLGLJK_00197,CDS,354,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00198,CDS,123,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00199,CDS,105,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00200,CDS,2088,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00201,CDS,303,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00202,CDS,150,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00203,CDS,141,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00204,CDS,5484,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00205,CDS,1149,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00206,CDS,189,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00207,CDS,489,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00208,CDS,126,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00209,CDS,162,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00210,CDS,108,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00211,CDS,345,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00212,CDS,1521,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00213,CDS,141,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00214,CDS,117,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00215,CDS,1569,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00216,CDS,177,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00217,rRNA,117,,,,5S ribosomal RNA,VFXK01000009,Other
LFNLGLJK_00218,CDS,225,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00219,CDS,3198,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00220,CDS,117,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00221,CDS,162,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00222,rRNA,117,,,,5S ribosomal RNA,VFXK01000009,Other
LFNLGLJK_00223,CDS,195,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00224,CDS,204,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00225,CDS,201,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00226,CDS,696,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00227,CDS,168,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00228,CDS,102,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00229,CDS,711,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00230,CDS,207,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00231,CDS,744,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00232,CDS,228,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00233,CDS,348,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00234,CDS,1152,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00235,CDS,315,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00236,CDS,1713,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00237,CDS,1632,phoA,3.1.3.1,COG1785,Alkaline phosphatase 4,VFXK01000009,Other
LFNLGLJK_00238,CDS,1062,arcB,1.5.1.49,,Delta(1)-pyrroline-2-carboxylate reductase,VFXK01000009,Other
LFNLGLJK_00239,CDS,1185,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00240,CDS,135,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00241,CDS,234,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00242,CDS,192,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00243,CDS,105,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00244,CDS,234,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00245,CDS,174,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00246,CDS,2316,leuC,4.2.1.33,,3-isopropylmalate dehydratase large subunit,VFXK01000009,Other
LFNLGLJK_00247,CDS,168,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00248,CDS,216,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00249,CDS,231,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00250,CDS,162,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00251,CDS,447,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00252,CDS,198,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00253,CDS,2613,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00254,CDS,153,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00255,CDS,420,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00256,CDS,255,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00257,CDS,258,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00258,CDS,231,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00259,CDS,2616,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00260,CDS,2382,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00261,CDS,165,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00262,CDS,231,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00263,CDS,2286,pknD_1,2.7.11.1,,Serine/threonine-protein kinase PknD,VFXK01000009,Regulation
LFNLGLJK_00264,CDS,144,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00265,CDS,267,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00266,CDS,147,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00267,CDS,1038,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00268,CDS,186,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00269,CDS,165,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00270,CDS,204,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00271,CDS,1479,ttuB,,,Putative tartrate transporter,VFXK01000009,Transport
LFNLGLJK_00272,CDS,165,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00273,CDS,207,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00274,CDS,249,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00275,CDS,417,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00276,CDS,195,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00277,CDS,1293,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00278,CDS,321,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00279,CDS,1197,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00280,CDS,198,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00281,CDS,234,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00282,CDS,159,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00283,CDS,153,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00284,CDS,264,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00285,CDS,1965,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00286,CDS,1362,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00287,CDS,306,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00288,CDS,222,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00289,CDS,3294,mutS,,,DNA mismatch repair protein MutS,VFXK01000009,Other
LFNLGLJK_00290,CDS,1506,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00291,CDS,165,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00292,CDS,441,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00293,CDS,126,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00294,CDS,1536,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00295,CDS,129,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00296,CDS,777,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00297,CDS,102,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00298,CDS,276,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00299,CDS,684,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00300,CDS,135,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00301,CDS,186,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00302,CDS,255,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00303,CDS,1410,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00304,CDS,225,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00305,CDS,1647,xylT,,,D-xylose transporter,VFXK01000009,Transport
LFNLGLJK_00306,CDS,225,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00307,CDS,156,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00308,CDS,1020,argF,2.1.3.3,COG0078,Ornithine carbamoyltransferase,VFXK01000009,Other
LFNLGLJK_00309,CDS,156,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00310,CDS,555,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00311,CDS,366,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00312,CDS,186,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00313,CDS,801,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00314,CDS,966,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00315,CDS,390,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00316,CDS,162,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00317,CDS,246,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00318,CDS,801,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00319,CDS,1449,lplA,6.3.1.20,,Lipoate-protein ligase A,VFXK01000009,Metabolism
LFNLGLJK_00320,CDS,249,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00321,CDS,138,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00322,CDS,132,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00323,CDS,894,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00324,CDS,192,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00325,CDS,216,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00326,CDS,447,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00327,CDS,252,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00328,CDS,192,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00329,CDS,135,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00330,CDS,1107,mmsB,1.1.1.31,,3-hydroxyisobutyrate dehydrogenase,VFXK01000009,Redox / energy
LFNLGLJK_00331,CDS,2685,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00332,CDS,183,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00333,CDS,318,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00334,CDS,231,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00335,CDS,261,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00336,CDS,738,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00337,CDS,183,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00338,CDS,234,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00339,CDS,735,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00340,CDS,231,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00341,CDS,1275,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00342,CDS,177,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00343,CDS,285,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00344,CDS,1056,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00345,CDS,2358,clcA,,,H(+)/Cl(-) exchange transporter ClcA,VFXK01000009,Transport
LFNLGLJK_00346,CDS,204,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00347,CDS,522,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00348,CDS,189,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00349,CDS,177,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00350,CDS,1101,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00351,CDS,195,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00352,CDS,765,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00353,CDS,258,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00354,CDS,2268,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00355,CDS,1476,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00356,CDS,2352,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00357,CDS,150,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00358,CDS,687,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00359,CDS,213,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00360,CDS,3342,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00361,CDS,1263,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00362,CDS,1092,yfmJ,1.-.-.-,COG2130,Putative NADP-dependent oxidoreductase YfmJ,VFXK01000009,Redox / energy
LFNLGLJK_00363,CDS,1578,pknD_2,2.7.11.1,,Serine/threonine-protein kinase PknD,VFXK01000009,Regulation
LFNLGLJK_00364,CDS,1992,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00365,CDS,1284,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00366,CDS,2883,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00367,CDS,177,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00368,CDS,1848,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00369,CDS,342,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00370,CDS,150,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00371,CDS,177,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00372,CDS,267,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00373,CDS,180,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00374,CDS,123,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00375,CDS,399,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00376,CDS,186,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00377,CDS,168,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00378,CDS,3474,copA,7.2.2.8,COG2217,Copper-exporting P-type ATPase,VFXK01000009,Other
LFNLGLJK_00379,CDS,234,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00380,CDS,417,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00381,CDS,2853,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00382,CDS,210,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00383,CDS,192,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00384,CDS,564,gmk,2.7.4.8,,Guanylate kinase,VFXK01000009,Regulation
LFNLGLJK_00385,CDS,237,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00386,CDS,192,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00387,CDS,288,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00388,CDS,1908,pknD_3,2.7.11.1,,Serine/threonine-protein kinase PknD,VFXK01000009,Regulation
LFNLGLJK_00389,CDS,858,pknD_4,2.7.11.1,,Serine/threonine-protein kinase PknD,VFXK01000009,Regulation
LFNLGLJK_00390,CDS,1131,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00391,CDS,1194,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00392,CDS,153,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00393,CDS,1038,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00394,CDS,225,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00395,CDS,1008,dnaJ2,,COG0484,Chaperone protein DnaJ 2,VFXK01000009,Stress response
LFNLGLJK_00396,CDS,1185,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00397,CDS,1125,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00398,CDS,417,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00399,CDS,417,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00400,CDS,987,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00401,CDS,2553,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00402,CDS,189,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00403,CDS,231,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00404,CDS,807,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00405,rRNA,117,,,,5S ribosomal RNA,VFXK01000009,Other
LFNLGLJK_00406,CDS,126,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00407,CDS,189,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00408,CDS,1077,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00409,CDS,570,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00410,CDS,324,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00411,CDS,1464,iscS,2.8.1.7,COG1104,Cysteine desulfurase IscS,VFXK01000009,Other
LFNLGLJK_00412,CDS,168,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00413,CDS,1116,leuB,1.1.1.85,,3-isopropylmalate dehydrogenase,VFXK01000009,Redox / energy
LFNLGLJK_00414,CDS,4281,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00415,CDS,258,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00416,CDS,390,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00417,CDS,147,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00418,CDS,1434,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00419,CDS,2199,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00420,CDS,1341,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00421,CDS,168,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00422,CDS,336,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00423,CDS,984,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00424,CDS,237,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00425,CDS,1503,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00426,CDS,195,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00427,CDS,3450,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00428,CDS,246,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00429,CDS,702,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00430,CDS,156,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00431,CDS,1224,ychF,,COG0012,Ribosome-binding ATPase YchF,VFXK01000009,Other
LFNLGLJK_00432,CDS,351,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00433,CDS,345,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00434,CDS,1689,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00435,CDS,285,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00436,tRNA,71,,,,tRNA-Gly(gcc),VFXK01000009,Other
LFNLGLJK_00437,CDS,1134,rpmA,,,Large ribosomal subunit protein bL27,VFXK01000009,Other
LFNLGLJK_00438,CDS,123,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00439,CDS,2454,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00440,CDS,612,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00441,CDS,321,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00442,CDS,1728,dapE_1,3.5.1.18,,Succinyl-diaminopimelate desuccinylase,VFXK01000009,Other
LFNLGLJK_00443,CDS,1833,dapE_2,3.5.1.18,,Succinyl-diaminopimelate desuccinylase,VFXK01000009,Other
LFNLGLJK_00444,CDS,219,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00445,CDS,2418,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00446,CDS,2685,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00447,tRNA,72,,,,tRNA-Thr(tgt),VFXK01000009,Other
LFNLGLJK_00448,CDS,183,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00449,CDS,594,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00450,CDS,717,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00451,CDS,165,,,,hypothetical protein,VFXK01000009,Other
LFNLGLJK_00452,CDS,249,,,,hypothetical protein,VFXK01000009,Other
